entity_id	kind	rank	label	taxon_id	born	sex	source_id	note
SSA:0010352	individual		T113	NCBITaxon:9733	../1975	M	BIGGS-SHEET	Sheet records '≤1975'.
SSA:0010353	individual		T114	NCBITaxon:9733	1975	M	BIGGS-SHEET	
SSA:0010354	individual		T115	NCBITaxon:9733	../1973	F	BIGGS-SHEET	Sheet records '<1974'.
SSA:0010355	individual		T116	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010356	individual		T116A	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010357	individual		T116B	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010358	individual		T117	NCBITaxon:9733	../1975	F	BIGGS-SHEET	Sheet records '<1976'.
SSA:0010359	individual		T117A	NCBITaxon:9733	1992	M	BIGGS-SHEET	
SSA:0010360	individual		T117B	NCBITaxon:9733	2005	F	BIGGS-SHEET	
SSA:0010361	individual		T117B1	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010362	individual		T118	NCBITaxon:9733	../1959	F	BIGGS-SHEET	Sheet records '<1960'.
SSA:0010363	individual		T120	NCBITaxon:9733	1986	M	BIGGS-SHEET	
SSA:0010364	individual		T121A	NCBITaxon:9733	1998	F	BIGGS-SHEET	
SSA:0010365	individual		T121A1	NCBITaxon:9733	2015		BIGGS-SHEET	
SSA:0010366	individual		T121A2	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010367	individual		T121A3	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010368	individual		T122	NCBITaxon:9733	../1982	F	BIGGS-SHEET	Sheet records '≤1982'.
SSA:0010369	individual		T123	NCBITaxon:9733	1985	F	BIGGS-SHEET	
SSA:0010370	individual		T123A	NCBITaxon:9733	2000	M	BIGGS-SHEET	
SSA:0010371	individual		T123C	NCBITaxon:9733	2012	F	BIGGS-SHEET	
SSA:0010372	individual		T123D	NCBITaxon:9733	2018	F	BIGGS-SHEET	
SSA:0010373	individual		T124	NCBITaxon:9733	../1967	F	BIGGS-SHEET	Sheet records '≤1967'.
SSA:0010374	individual		T124A	NCBITaxon:9733	1984	F	BIGGS-SHEET	
SSA:0010375	individual		T124A1	NCBITaxon:9733	1996	F	BIGGS-SHEET	
SSA:0010376	individual		T124A1A	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010377	individual		T124A2	NCBITaxon:9733	2001	F	BIGGS-SHEET	
SSA:0010378	individual		T124A2A	NCBITaxon:9733	2013	M	BIGGS-SHEET	
SSA:0010379	individual		T124A2B	NCBITaxon:9733	2016	F	BIGGS-SHEET	
SSA:0010380	individual		T124A3	NCBITaxon:9733	2006	F	BIGGS-SHEET	
SSA:0010381	individual		T124A3A	NCBITaxon:9733	2019	M	BIGGS-SHEET	
SSA:0010382	individual		T124A4	NCBITaxon:9733	2010	F	BIGGS-SHEET	
SSA:0010383	individual		T124A4A	NCBITaxon:9733	2021	F	BIGGS-SHEET	
SSA:0010384	individual		T124A6	NCBITaxon:9733	2016	M	BIGGS-SHEET	
SSA:0010385	individual		T124A7	NCBITaxon:9733	2021	F	BIGGS-SHEET	
SSA:0010386	individual		T124C	NCBITaxon:9733	1992	M	BIGGS-SHEET	
SSA:0010387	individual		T124D	NCBITaxon:9733	1996	F	BIGGS-SHEET	
SSA:0010388	individual		T124D1	NCBITaxon:9733	2014		BIGGS-SHEET	
SSA:0010389	individual		T124D2	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010390	individual		T124D3	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010391	individual		T124D4	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010392	individual		T124E	NCBITaxon:9733	1999	M	BIGGS-SHEET	
SSA:0010393	individual		T125	NCBITaxon:9733	../1978	F	BIGGS-SHEET	Sheet records '<1979'.
SSA:0010394	individual		T125A	NCBITaxon:9733	1998		BIGGS-SHEET	
SSA:0010395	individual		T127	NCBITaxon:9733	1984	M	BIGGS-SHEET	
SSA:0010396	individual		T128	NCBITaxon:9733	1988	M	BIGGS-SHEET	
SSA:0010397	individual		T129	NCBITaxon:9733	../1971	M	BIGGS-SHEET	Sheet records '≤1971'.
SSA:0010398	individual		T130	NCBITaxon:9733	../1971	M	BIGGS-SHEET	Sheet records '≤1971'.
SSA:0010399	individual		T131	NCBITaxon:9733	../1982	F	BIGGS-SHEET	Sheet records '≤1982'.
SSA:0010400	individual		T132	NCBITaxon:9733	../1968	M	BIGGS-SHEET	Sheet records '<1969'.
SSA:0010401	individual		T133	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010402	individual		T134	NCBITaxon:9733	../1959		BIGGS-SHEET	Sheet records '≤1959'.
SSA:0010403	individual		T135	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010404	individual		T137	NCBITaxon:9733	1984	F	BIGGS-SHEET	
SSA:0010405	individual		T137A	NCBITaxon:9733	2002	M	BIGGS-SHEET	
SSA:0010406	individual		T137B	NCBITaxon:9733	2006	F	BIGGS-SHEET	
SSA:0010407	individual		T137D	NCBITaxon:9733	2012	F	BIGGS-SHEET	
SSA:0010408	individual		T139	NCBITaxon:9733	../1972	F	BIGGS-SHEET	Sheet records '<1973'.
SSA:0010409	individual		T140	NCBITaxon:9733	../1983	F	BIGGS-SHEET	Sheet records '≤1983'.
SSA:0010410	individual		T140B	NCBITaxon:9733	2004	M	BIGGS-SHEET	
SSA:0010411	individual		T140C	NCBITaxon:9733	2008		BIGGS-SHEET	
SSA:0010412	individual		T141	NCBITaxon:9733	1989	F	BIGGS-SHEET	
SSA:0010413	individual		T141A	NCBITaxon:9733	2004		BIGGS-SHEET	
SSA:0010414	individual		T141B	NCBITaxon:9733	2012		BIGGS-SHEET	
SSA:0010415	individual		T141C	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010416	individual		T142	NCBITaxon:9733	../1967	M	BIGGS-SHEET	Sheet records '≤1967'.
SSA:0010417	individual		T143	NCBITaxon:9733	../1977	F	BIGGS-SHEET	Sheet records '<1978'.
SSA:0010418	individual		T146	NCBITaxon:9733	1987	F	BIGGS-SHEET	
SSA:0010419	individual		T146A	NCBITaxon:9733	1999	F	BIGGS-SHEET	
SSA:0010420	individual		T146A1	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010421	individual		T146A2	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010422	individual		T146B	NCBITaxon:9733	2002	M	BIGGS-SHEET	
SSA:0010423	individual		T146C	NCBITaxon:9733	2004	F	BIGGS-SHEET	
SSA:0010424	individual		T146C1	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010425	individual		T146D	NCBITaxon:9733	2008		BIGGS-SHEET	
SSA:0010426	individual		T146E	NCBITaxon:9733	2011		BIGGS-SHEET	
SSA:0010427	individual		T147	NCBITaxon:9733	../1964	F	BIGGS-SHEET	Sheet records '<1965'.
SSA:0010428	individual		T148	NCBITaxon:9733	../1975	M	BIGGS-SHEET	Sheet records '≤1975'.
SSA:0010429	individual		T149	NCBITaxon:9733	1992		BIGGS-SHEET	
SSA:0010430	individual		T150	NCBITaxon:9733	1990	M	BIGGS-SHEET	
SSA:0010431	individual		T151	NCBITaxon:9733	../1979	F	BIGGS-SHEET	Sheet records '<1980'.
SSA:0010432	individual		T151A	NCBITaxon:9733	2005	F	BIGGS-SHEET	
SSA:0010433	individual		T151A1	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010434	individual		T151B	NCBITaxon:9733	2010		BIGGS-SHEET	
SSA:0010435	individual		T151C	NCBITaxon:9733	2014		BIGGS-SHEET	
SSA:0010436	individual		T151D	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010437	individual		T152	NCBITaxon:9733	1995	F	BIGGS-SHEET	
SSA:0010438	individual		T152A	NCBITaxon:9733	2012		BIGGS-SHEET	
SSA:0010439	individual		T152B	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010440	individual		T152C	NCBITaxon:9733	2022		BIGGS-SHEET	
SSA:0010441	individual		T157	NCBITaxon:9733	1990	F	BIGGS-SHEET	
SSA:0010442	individual		T160	NCBITaxon:9733	../1972	M	BIGGS-SHEET	Sheet records '≤1972'.
SSA:0010443	individual		T161	NCBITaxon:9733		F	BIGGS-SHEET	
SSA:0010444	individual		T162	NCBITaxon:9733	../1972	M	BIGGS-SHEET	Sheet records '≤1972'.
SSA:0010445	individual		T165	NCBITaxon:9733	../1976	M	BIGGS-SHEET	Sheet records '≤1976'.
SSA:0010446	individual		T166	NCBITaxon:9733	../1966	F	BIGGS-SHEET	Sheet records '≤1966'.
SSA:0010447	individual		T166A	NCBITaxon:9733	1994	F	BIGGS-SHEET	
SSA:0010448	individual		T166A1	NCBITaxon:9733	2012		BIGGS-SHEET	
SSA:0010449	individual		T167	NCBITaxon:9733	1992	F	BIGGS-SHEET	
SSA:0010450	individual		T167A	NCBITaxon:9733	2010	M	BIGGS-SHEET	
SSA:0010451	individual		T167B	NCBITaxon:9733	2015		BIGGS-SHEET	
SSA:0010452	individual		T167C	NCBITaxon:9733	2020	F	BIGGS-SHEET	
SSA:0010453	individual		T168A	NCBITaxon:9733	1992	F	BIGGS-SHEET	
SSA:0010454	individual		T168A1	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010455	individual		T168A2	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010456	individual		T169	NCBITaxon:9733	1978	M	BIGGS-SHEET	
SSA:0010457	individual		T170	NCBITaxon:9733	../1974	M	BIGGS-SHEET	Sheet records '≤1974'.
SSA:0010458	individual		T171	NCBITaxon:9733	../1983	F	BIGGS-SHEET	Sheet records '<1984'.
SSA:0010459	individual		T172	NCBITaxon:9733	1989	F	BIGGS-SHEET	
SSA:0010460	individual		T173	NCBITaxon:9733	../1971	F	BIGGS-SHEET	Sheet records '<1972'.
SSA:0010461	individual		T174	NCBITaxon:9733	../1988	F	BIGGS-SHEET	Sheet records '≤1988'.
SSA:0010462	individual		T174A	NCBITaxon:9733	1998	F	BIGGS-SHEET	
SSA:0010463	individual		T174A1	NCBITaxon:9733	2015		BIGGS-SHEET	
SSA:0010464	individual		T174A2	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010465	individual		T174B	NCBITaxon:9733	2005	F	BIGGS-SHEET	
SSA:0010466	individual		T174B1	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010467	individual		T174C	NCBITaxon:9733	2015		BIGGS-SHEET	
SSA:0010468	individual		T175	NCBITaxon:9733	1982	M	BIGGS-SHEET	
SSA:0010469	individual		T176	NCBITaxon:9733	1994	F	BIGGS-SHEET	
SSA:0010470	individual		T176A	NCBITaxon:9733	2007		BIGGS-SHEET	
SSA:0010471	individual		T176B	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010472	individual		T177	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010473	individual		T178	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010474	individual		T179	NCBITaxon:9733	1984	F	BIGGS-SHEET	
SSA:0010475	individual		T179A	NCBITaxon:9733	1999		BIGGS-SHEET	
SSA:0010476	individual		T179B	NCBITaxon:9733	2010		BIGGS-SHEET	
SSA:0010477	individual		T180	NCBITaxon:9733	1989	M	BIGGS-SHEET	
SSA:0010478	individual		T181	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010479	individual		T181A	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010480	individual		T182	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010481	individual		T183	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010482	individual		T183A	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010483	individual		T184	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010484	individual		T185	NCBITaxon:9733	../1983	F	BIGGS-SHEET	Sheet records '≤1983'.
SSA:0010485	individual		T185A	NCBITaxon:9733	2007		BIGGS-SHEET	
SSA:0010486	individual		T186	NCBITaxon:9733	1995	M	BIGGS-SHEET	
SSA:0010487	individual		T187	NCBITaxon:9733	1999		BIGGS-SHEET	
SSA:0010488	individual		T188	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010489	individual		T188A	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010490	individual		T196	NCBITaxon:9733		F	BIGGS-SHEET	Birth year recorded as 'UNK'; not parseable.
SSA:0010491	individual		T197	NCBITaxon:9733		M	BIGGS-SHEET	Birth year recorded as 'UNK'; not parseable.
SSA:0010492	individual		T199	NCBITaxon:9733	1993	F	BIGGS-SHEET	
SSA:0010493	individual		T199A	NCBITaxon:9733	2008		BIGGS-SHEET	
SSA:0010494	individual		T199B	NCBITaxon:9733			BIGGS-SHEET	Birth year recorded as '?'; not parseable.
SSA:0010495	individual		T199C	NCBITaxon:9733			BIGGS-SHEET	Birth year recorded as '?'; not parseable.
SSA:0010496	individual		T221B	NCBITaxon:9733	1997	M	BIGGS-SHEET	
SSA:0010497	individual		T223	NCBITaxon:9733	../1966	F	BIGGS-SHEET	Sheet records '≤1966'.
SSA:0010498	individual		T224	NCBITaxon:9733	1998	F	BIGGS-SHEET	
SSA:0010499	individual		T224A	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010500	individual		T224B	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010501	individual		T225	NCBITaxon:9733	2003		BIGGS-SHEET	
SSA:0010502	individual		T227	NCBITaxon:9733	../1984	M	BIGGS-SHEET	Sheet records '≤1984'.
SSA:0010503	individual		T250	NCBITaxon:9733	1989	F	BIGGS-SHEET	
SSA:0010504	individual		T250C	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010505	individual		T250D	NCBITaxon:9733			BIGGS-SHEET	
SSA:0010506	individual		T251	NCBITaxon:9733	1982	M	BIGGS-SHEET	
SSA:0010507	individual		T252	NCBITaxon:9733	../1972	F	BIGGS-SHEET	Sheet records '≤1972'.
SSA:0010508	individual		T253	NCBITaxon:9733	2001	F	BIGGS-SHEET	
SSA:0010509	individual		T253A	NCBITaxon:9733	2019		BIGGS-SHEET	
